,Name,Subs,Identifier,Type,Full_identifier,Nr_featured,Featured
1344,TRACKS - ARTE,159000,TracksARTEvideos,user,/user/TracksARTEvideos,4,"['/channel/UC-smeLB9AnOTeypr1YyjJ3A', '/user/ARTE', '/user/ARTEplus7', '/channel/UCe4K9ZVU9p7skJcbdafW7Fg']"
1345,SRF Dok,211000,SRFDOK,user,/user/SRFDOK,12,"['/channel/UCjD8NR8386K2EGoe4DW-J1Q', '/channel/UCO1uLCdX--uLXXDdJXJfpJA', '/user/srfkultur', '/user/DRSVirus', '/channel/UCbbFUi57jUR_VQh-N3x9KGA', '/user/sfarchiv', '/user/ARTEde', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/user/ndr', '/channel/UCfa7jJFYnn3P5LdJXsFkrjw', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ']"
1346,SRF Impact,10600,UCjD8NR8386K2EGoe4DW-J1Q,channel,/channel/UCjD8NR8386K2EGoe4DW-J1Q,6,"['/user/SRFDOK', '/user/DRSVirus', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/user/srfkultur', '/channel/UCfa7jJFYnn3P5LdJXsFkrjw', '/user/vice']"
1347,SRF Wissen,24600,UCO1uLCdX--uLXXDdJXJfpJA,channel,/channel/UCO1uLCdX--uLXXDdJXJfpJA,10,"['/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/user/KurzgesagtDE', '/channel/UC1Y7onDsPyfP-lu--SXF-ew', '/channel/UCHnmeuSOn1Hscizw6otqWrA', '/user/MrWissen2go', '/channel/UC5E9-r42JlymhLPnDv2wHuA', '/user/SRFDOK', '/channel/UCjD8NR8386K2EGoe4DW-J1Q', '/user/srfkultur', '/user/DRSVirus']"
1348,SRF Kultur,175000,srfkultur,user,/user/srfkultur,4,"['/channel/UCDW1yldFKWrfjrr78aP5Nkw', '/channel/UCHnmeuSOn1Hscizw6otqWrA', '/channel/UCsygZtQQSplGF6JA3XWvsdg', '/user/ARTEde']"
1349,SRF Virus,45900,DRSVirus,user,/user/DRSVirus,4,"['/channel/UCjD8NR8386K2EGoe4DW-J1Q', '/user/SRFDOK', '/user/srfkultur', '/user/wwwHiphopDe']"
1350,SRF Nr. 47,7660,UCbbFUi57jUR_VQh-N3x9KGA,channel,/channel/UCbbFUi57jUR_VQh-N3x9KGA,1,['/user/DRSVirus']
1351,SRF Archiv,46500,sfarchiv,user,/user/sfarchiv,5,"['/user/SRFDOK', '/channel/UCO1uLCdX--uLXXDdJXJfpJA', '/channel/UCjD8NR8386K2EGoe4DW-J1Q', '/user/DRSVirus', '/user/srfkultur']"
1352,NDR Doku,899000,ndr,user,/user/ndr,3,"['/user/ARD', '/user/ARTEde', '/user/SRFDOK']"
1353,beta stories – Dokus zur Zukunft,6790,UChMTDfnbq_GiV8LSMVjgA0w,channel,/channel/UChMTDfnbq_GiV8LSMVjgA0w,7,"['/user/BR', '/user/ARTEde', '/user/MrWissen2go', '/channel/UCvQHPyyeOwTc1iT8jLikcKw', '/user/KurzgesagtDE', '/user/on3de', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g']"
1354,Bayerischer Rundfunk,593000,BR,user,/user/BR,5,"['/channel/UChMTDfnbq_GiV8LSMVjgA0w', '/channel/UCvQHPyyeOwTc1iT8jLikcKw', '/user/on3de', '/channel/UCCCMXc_5xiJC_j4jjDLbFow', '/channel/UC96SN7JzzCvTdJCEYhBnP_w']"
1355,MrWissen2go,1640000,MrWissen2go,user,/user/MrWissen2go,12,"['/user/aWish1987', '/channel/UCsVWpmoRsNAWZb59b6Pt9Kg', '/channel/UC5E9-r42JlymhLPnDv2wHuA', '/channel/UCA3mpqm67CpJ13YfA8qAnow', '/channel/UCP8e6wK18jJNdJpKkeQDlsA', '/channel/UCfb7LAYCeJJiT3gyquv7V5Q', '/user/walulissiehtfern', '/channel/UCfa7jJFYnn3P5LdJXsFkrjw', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UCHN_SuOUrpgwnCBDpYsSxYA', '/channel/UCHnmeuSOn1Hscizw6otqWrA']"
1356,PlanetB,4230,UCvQHPyyeOwTc1iT8jLikcKw,channel,/channel/UCvQHPyyeOwTc1iT8jLikcKw,6,"['/channel/UChMTDfnbq_GiV8LSMVjgA0w', '/user/on3de', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UC1Y7onDsPyfP-lu--SXF-ew', '/user/MrWissen2go', '/user/BR']"
1357,PULS Reportage,784000,on3de,user,/user/on3de,5,"['/channel/UC6Nh0xrtXJfNGucGtVrqjHw', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCCCMXc_5xiJC_j4jjDLbFow', '/user/BR', '/user/ARD']"
1358,maiLab,1420000,UCyHDQ5C6z1NDmJ4g6SerW8g,channel,/channel/UCyHDQ5C6z1NDmJ4g6SerW8g,8,"['/channel/UC1Y7onDsPyfP-lu--SXF-ew', '/channel/UC146qqkUMTrn4nfSSOTNwiA', '/user/KurzgesagtDE', '/user/walulissiehtfern', '/channel/UCLKPfqBGqL4gaEvegb_If0Q', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/user/MrWissen2go', '/channel/UCHN_SuOUrpgwnCBDpYsSxYA']"
1359,WDR Doku,702000,UCUuab1dctZzN5ZmRmQnTzkg,channel,/channel/UCUuab1dctZzN5ZmRmQnTzkg,10,"['/channel/UC1Y7onDsPyfP-lu--SXF-ew', '/channel/UC1cQzKmbx9x0KipvoCt4NJg', '/channel/UC2kuG2O3pr60xmclc2c6b4g', '/channel/UC5jjaOwaYKbVzbJRQ9QjWTA', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/user/on3de', '/user/WDRchannel', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q', '/channel/UCCLTfM5rbatSdc8n4KQE-Sg', '/user/1LIVE']"
1360,Monitor,56000,UC1cQzKmbx9x0KipvoCt4NJg,channel,/channel/UC1cQzKmbx9x0KipvoCt4NJg,0,[]
1361,WDR Reisen,234000,UC2kuG2O3pr60xmclc2c6b4g,channel,/channel/UC2kuG2O3pr60xmclc2c6b4g,8,"['/channel/UCUuab1dctZzN5ZmRmQnTzkg', '/channel/UC1Y7onDsPyfP-lu--SXF-ew', '/user/WDRchannel', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q', '/user/1LIVE', '/channel/UCCLTfM5rbatSdc8n4KQE-Sg', '/user/ARD', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ']"
1362,WDR,748000,WDRchannel,user,/user/WDRchannel,11,"['/channel/UC1Y7onDsPyfP-lu--SXF-ew', '/channel/UC1cQzKmbx9x0KipvoCt4NJg', '/channel/UC2kuG2O3pr60xmclc2c6b4g', '/user/funkhauseuropabremen', '/channel/UCCLTfM5rbatSdc8n4KQE-Sg', '/channel/UCHgEKkvg25mX7h5VrpiiSxA', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCRFsyeKu07-LnHDG44O6uCA', '/channel/UCRWSxXBnz9IRS4SgRhG2wpQ', '/channel/UCUuab1dctZzN5ZmRmQnTzkg', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q']"
1363,WDRforyou,129000,UCCLTfM5rbatSdc8n4KQE-Sg,channel,/channel/UCCLTfM5rbatSdc8n4KQE-Sg,6,"['/channel/UC2kuG2O3pr60xmclc2c6b4g', '/user/tagesschau', '/user/funkhauseuropabremen', '/channel/UCUuab1dctZzN5ZmRmQnTzkg', '/user/WDRchannel', '/user/ARD']"
1364,1LIVE,405000,1LIVE,user,/user/1LIVE,7,"['/user/bbcradio1', '/user/mariemeimberg', '/channel/UC2kuG2O3pr60xmclc2c6b4g', '/channel/UCRFsyeKu07-LnHDG44O6uCA', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q', '/user/WDRchannel', '/user/ARD']"
1365,Deutschland3000,32000,UCmiQ_T2HNcsP1k1ydNZ-JKA,channel,/channel/UCmiQ_T2HNcsP1k1ydNZ-JKA,9,"['/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCbFX5RJAxzrlM52h4wRLLQg', '/channel/UCfb7LAYCeJJiT3gyquv7V5Q', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UCT8nuuAabPxKnQs6dX92ZgA', '/user/RaykAnders', '/user/walulissiehtfern', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q']"
1366,represent,26300,UCbFX5RJAxzrlM52h4wRLLQg,channel,/channel/UCbFX5RJAxzrlM52h4wRLLQg,12,"['/channel/UC-NZazksH-lR-Mif-3DZL3g', '/channel/UC-igmPWEsrFykyTWL36r3iQ', '/channel/UC2f-NhLhAStGWrOpm7Us-2A', '/channel/UC3hekG458EdMK2KmbGbMHmw', '/user/DASDING', '/channel/UC53bIpnef1pwAx69ERmmOLA', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCmiQ_T2HNcsP1k1ydNZ-JKA', '/channel/UCaDFHuodTr4T1EAg5IXK0NQ', '/channel/UCfb7LAYCeJJiT3gyquv7V5Q', '/channel/UCKGMHVipEvuZudhHD05FOYA']"
1367,VICE auf Deutsch,24500,UC-igmPWEsrFykyTWL36r3iQ,channel,/channel/UC-igmPWEsrFykyTWL36r3iQ,0,[]
1368,GERMANIA,236000,UC2f-NhLhAStGWrOpm7Us-2A,channel,/channel/UC2f-NhLhAStGWrOpm7Us-2A,11,"['/channel/UC-5Ao5j48FBONkfprK1m5YA', '/user/GalileoOffiziell', '/channel/UC53bIpnef1pwAx69ERmmOLA', '/channel/UC6Nh0xrtXJfNGucGtVrqjHw', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UCDw0K7K658-ztRuCn2mn0Kw', '/channel/UCeqKIgPQfNInOswGRWt48kQ', '/channel/UClCIWcZNvq15p0Y-E4ToGOw', '/channel/UCNNEMxGKV1LsKZRt4vaIbvw', '/channel/UCFqcNI0NaAA21NS9W3ExCRg', '/channel/UC-NZazksH-lR-Mif-3DZL3g']"
1369,Marvin Neumann,69600,UC3hekG458EdMK2KmbGbMHmw,channel,/channel/UC3hekG458EdMK2KmbGbMHmw,2,"['/user/MrWissen2go', '/channel/UCHnmeuSOn1Hscizw6otqWrA']"
1370,DASDING,150000,DASDING,user,/user/DASDING,8,"['/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UC6Nh0xrtXJfNGucGtVrqjHw', '/user/mirellativegal', '/channel/UCYssorm1GB5ycP57V34bv6w', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/user/ARD', '/channel/UClimlKiB3xLJlpP1BbzfXSA']"
1371,Bares für Rares,519000,UC53bIpnef1pwAx69ERmmOLA,channel,/channel/UC53bIpnef1pwAx69ERmmOLA,11,"['/channel/UCDw0K7K658-ztRuCn2mn0Kw', '/channel/UCeqKIgPQfNInOswGRWt48kQ', '/channel/UCFqcNI0NaAA21NS9W3ExCRg', '/channel/UC-NZazksH-lR-Mif-3DZL3g', '/channel/UC5E9-r42JlymhLPnDv2wHuA', '/channel/UC_EnhS-vNDc6Eo9nyQHC2YQ', '/channel/UCP8e6wK18jJNdJpKkeQDlsA', '/channel/UCpHHy2MtCnrGaE7mirEhRvg', '/channel/UC5jjaOwaYKbVzbJRQ9QjWTA', '/user/ZDFtiviKinder', '/channel/UCE0RhriywrL8XhXbo87tMKQ']"
1372,DIE DA OBEN!,186000,UCfb7LAYCeJJiT3gyquv7V5Q,channel,/channel/UCfb7LAYCeJJiT3gyquv7V5Q,8,"['/channel/UC2f-NhLhAStGWrOpm7Us-2A', '/channel/UC53bIpnef1pwAx69ERmmOLA', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/user/MrWissen2go', '/user/KurzgesagtDE', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q']"
1373,Simplicissimus,994000,UCKGMHVipEvuZudhHD05FOYA,channel,/channel/UCKGMHVipEvuZudhHD05FOYA,4,"['/user/MrWissen2go', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/user/KurzgesagtDE', '/user/walulissiehtfern']"
1374,Moritz Neumeier,62800,UCT8nuuAabPxKnQs6dX92ZgA,channel,/channel/UCT8nuuAabPxKnQs6dX92ZgA,11,"['/user/mariemeimberg', '/user/LastWeekTonight', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UC7La9K4wQtzU2q7gQ57X3cQ', '/channel/UCBKXQ-XSihIdD5Xh82F8MpA', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCLKPfqBGqL4gaEvegb_If0Q', '/channel/UCF_oOFgq8qwi7HRGTJSsZ-g', '/channel/UCzdtr1q2eNmtc0z5lSPia_Q']"
1375,Romano,16200,UC7La9K4wQtzU2q7gQ57X3cQ,channel,/channel/UC7La9K4wQtzU2q7gQ57X3cQ,0,[]
1376,Elmapuddy,124000,UCBKXQ-XSihIdD5Xh82F8MpA,channel,/channel/UCBKXQ-XSihIdD5Xh82F8MpA,0,[]
1377,Kliemannsland,641000,UCLKPfqBGqL4gaEvegb_If0Q,channel,/channel/UCLKPfqBGqL4gaEvegb_If0Q,2,"['/user/xmostimportant', '/channel/UCnmLEDLAhktj4IKDce64N_w']"
1378,Gute Arbeit Originals,79600,UCzdtr1q2eNmtc0z5lSPia_Q,channel,/channel/UCzdtr1q2eNmtc0z5lSPia_Q,10,"['/channel/UC-5Ao5j48FBONkfprK1m5YA', '/channel/UC146qqkUMTrn4nfSSOTNwiA', '/channel/UC2f-NhLhAStGWrOpm7Us-2A', '/channel/UC3ZkjIfabQzVypsQBd9-AIQ', '/user/darkvikt0ry', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCJFK6VQyH-tb7P5Bo75mLGQ', '/user/ROCKETBEANSTV', '/user/coldmirror', '/channel/UCkjU7OF13N8YX1T76FU45Kw']"
1379,Rayk Anders,119000,RaykAnders,user,/user/RaykAnders,5,"['/user/Techtastisch', '/user/roozworld', '/user/nanooonan', '/user/sozialhelden', '/user/wwwHiphopDe']"
1380,Techtastisch - Experimente und 3D Druck,463000,Techtastisch,user,/user/Techtastisch,1,['/user/CGPGrey']
1381,Rooz Lee,80700,roozworld,user,/user/roozworld,1,['/user/wwwHiphopDe']
1382,Raul Krauthausen,5080,nanooonan,user,/user/nanooonan,1,['/user/sozialhelden']
1383,SOZIALHELDEN e.V.,1470,sozialhelden,user,/user/sozialhelden,1,['/user/nanooonan']
1384,Hiphop.de,716000,wwwHiphopDe,user,/user/wwwHiphopDe,0,[]
1385,WALULIS STORY - SWR3,441000,walulissiehtfern,user,/user/walulissiehtfern,5,"['/user/SWR3Video', '/user/DASDING', '/channel/UCo4693Ony4slDY5hR0ny-bw', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UClimlKiB3xLJlpP1BbzfXSA']"
1386,WALULIS DAILY,277000,UCo4693Ony4slDY5hR0ny-bw,channel,/channel/UCo4693Ony4slDY5hR0ny-bw,7,"['/user/walulissiehtfern', '/user/KurzgesagtDE', '/channel/UCmiQ_T2HNcsP1k1ydNZ-JKA', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UC78qa96bVJpd6xrW-2FTRmw']"
1387,WUMMS,858000,UCkBoq9BF-2fIdU4qWeZ5ogg,channel,/channel/UCkBoq9BF-2fIdU4qWeZ5ogg,11,"['/channel/UC8V3I7Xy4KjAkwdhHenNLfg', '/user/coldmirror', '/user/advertise', '/channel/UCEtpah89jQiafn8iWOhxUSA', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UC6Nh0xrtXJfNGucGtVrqjHw', '/channel/UCFQ0gYcbnWh5pFgg7VCjTlw', '/user/TwinTVChannel1', '/channel/UCFBapHA35loZ3KZwT_z3BsQ', '/channel/UC6zXbTQEujMO-5CzyywlVDQ']"
1388,Der Biograph,322000,UC8V3I7Xy4KjAkwdhHenNLfg,channel,/channel/UC8V3I7Xy4KjAkwdhHenNLfg,5,"['/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/user/KurzgesagtDE']"
1389,YouTube Advertisers,353000,advertise,user,/user/advertise,11,"['/channel/UC0xpbxEWFnFrkdFkTJuJFQw', '/user/petermckinnon24', '/user/Eacho18', '/user/YouTube', '/user/GoogleBusiness', '/user/yogawithadriene', '/user/YouTubeHelp', '/user/creatoracademy', '/user/partnersupport', '/user/Trends', '/user/learnwithgoogle']"
1390,Parsec,14300,UC0xpbxEWFnFrkdFkTJuJFQw,channel,/channel/UC0xpbxEWFnFrkdFkTJuJFQw,0,[]
1391,Peter McKinnon,5600000,petermckinnon24,user,/user/petermckinnon24,0,[]
1392,Emmanuel Acho,587000,Eacho18,user,/user/Eacho18,0,[]
1393,YouTube,32400000,YouTube,user,/user/YouTube,0,[]
1394,Google Small Business,329000,GoogleBusiness,user,/user/GoogleBusiness,1,['/user/YouTube']
1395,[Inactive Creators Channel],-1,partnersupport,user,/user/partnersupport,0,[]
1396,YouTube Culture & Trends,391000,Trends,user,/user/Trends,4,"['/user/YouTube', '/user/YouTubeHelp', '/user/creatoracademy', '/user/advertise']"
1397,Google Ads,447000,learnwithgoogle,user,/user/learnwithgoogle,2,"['/user/GoogleBusiness', '/user/YouTube']"
1398,Was mit Fabian,20100,UCEtpah89jQiafn8iWOhxUSA,channel,/channel/UCEtpah89jQiafn8iWOhxUSA,12,"['/user/TwinTVChannel1', '/user/walulissiehtfern', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCLKPfqBGqL4gaEvegb_If0Q', '/channel/UCwOvSO2kf7sm_ZQyi6_DL4w', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/user/dailyknoedel', '/user/RaykAnders', '/channel/UCT8nuuAabPxKnQs6dX92ZgA', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UCfb7LAYCeJJiT3gyquv7V5Q', '/channel/UCzdtr1q2eNmtc0z5lSPia_Q']"
1399,dailyknoedel,20300,dailyknoedel,user,/user/dailyknoedel,1,['/channel/UCEtpah89jQiafn8iWOhxUSA']
1400,Manu Thiele,198000,UCFQ0gYcbnWh5pFgg7VCjTlw,channel,/channel/UCFQ0gYcbnWh5pFgg7VCjTlw,10,"['/user/30somethingTV', '/channel/UC-e5EPHq7UgJWDPbrc6a_bw', '/channel/UC2f-NhLhAStGWrOpm7Us-2A', '/channel/UC3hekG458EdMK2KmbGbMHmw', '/channel/UC5ZKr98vDExiIzzJF1vHs0g', '/channel/UC6Nh0xrtXJfNGucGtVrqjHw', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/user/MrWissen2go', '/channel/UCkBoq9BF-2fIdU4qWeZ5ogg', '/user/walulissiehtfern']"
1401,30something,-1,30somethingTV,user,/user/30somethingTV,0,[]
1402,HART GEFAKT,422,UC-e5EPHq7UgJWDPbrc6a_bw,channel,/channel/UC-e5EPHq7UgJWDPbrc6a_bw,5,"['/channel/UC33oOduUNUnpKqb4tgAijlg', '/user/uFoneTV', '/channel/UC5XbGYYAazZi02btPCwsemA', '/channel/UCAWFj599cNBnBu_kXc8rqBg', '/user/justCaan']"
1403,Moritz Loehn,75,UC5ZKr98vDExiIzzJF1vHs0g,channel,/channel/UC5ZKr98vDExiIzzJF1vHs0g,0,[]
1404,Phil Laude,1090000,UCwCpW0IbR0Z2WJryfENq7jw,channel,/channel/UCwCpW0IbR0Z2WJryfENq7jw,2,"['/channel/UCYssorm1GB5ycP57V34bv6w', '/channel/UCEZielYjTfKl8ldSaPhO-JA']"
1405,Deep & Dumm Podcast,24600,UCYssorm1GB5ycP57V34bv6w,channel,/channel/UCYssorm1GB5ycP57V34bv6w,3,"['/channel/UCwCpW0IbR0Z2WJryfENq7jw', '/user/diggesdingcomedy', '/user/DASDING']"
1406,PESH,251000,diggesdingcomedy,user,/user/diggesdingcomedy,5,"['/channel/UCwCpW0IbR0Z2WJryfENq7jw', '/channel/UCYssorm1GB5ycP57V34bv6w', '/user/eesyees', '/user/Powerbrozs', '/user/2Bough']"
1407,EES,22600,eesyees,user,/user/eesyees,3,"['/user/Chengloew', '/user/freshaltefolie', '/user/PietSmittie']"
1408,Danergy,928000,Powerbrozs,user,/user/Powerbrozs,5,"['/user/unsympathischtv', '/channel/UC-6_PdxF1hX_jAX_Y4z08ug', '/user/EdSheeran', '/user/T0niLovesMusic', '/channel/UC0m40b5CPcB801gVEz25WuQ']"
1409,2Bough,770000,2Bough,user,/user/2Bough,0,[]
1410,Phil Laude Shorts,29000,UCEZielYjTfKl8ldSaPhO-JA,channel,/channel/UCEZielYjTfKl8ldSaPhO-JA,2,"['/channel/UCwCpW0IbR0Z2WJryfENq7jw', '/channel/UCYssorm1GB5ycP57V34bv6w']"
1411,Pocket Money,202000,UCZoFvJwucEgUxDS6Xoz1p2A,channel,/channel/UCZoFvJwucEgUxDS6Xoz1p2A,12,"['/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UC78qa96bVJpd6xrW-2FTRmw', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UCo4693Ony4slDY5hR0ny-bw', '/channel/UCDW1yldFKWrfjrr78aP5Nkw', '/user/alwaysxcaro', '/channel/UCfa7jJFYnn3P5LdJXsFkrjw', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCaDFHuodTr4T1EAg5IXK0NQ', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q']"
1412,offen un' ehrlich,441000,UC78qa96bVJpd6xrW-2FTRmw,channel,/channel/UC78qa96bVJpd6xrW-2FTRmw,11,"['/user/alwaysxcaro', '/channel/UC2f-NhLhAStGWrOpm7Us-2A', '/user/ungekochtgeniessbar', '/user/OfficialDJDSign', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UC6Nh0xrtXJfNGucGtVrqjHw', '/user/TwinTVChannel1', '/channel/UCYxzaJcs6oNRhv0hnrmOqwg', '/user/coldmirror', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/channel/UCZoFvJwucEgUxDS6Xoz1p2A']"
1413,Ungekocht-Geniessbar,12300,ungekochtgeniessbar,user,/user/ungekochtgeniessbar,2,"['/channel/UCKr00yGxM4yU0dyhh_hK6ow', '/user/freshaltefolie']"
1414,RibbedyRob,170,UCKr00yGxM4yU0dyhh_hK6ow,channel,/channel/UCKr00yGxM4yU0dyhh_hK6ow,2,"['/user/ungekochtgeniessbar', '/channel/UCwFUwxY9TUiVwr4vQ3zX_6w']"
1415,MotorWoche,105000,UCwFUwxY9TUiVwr4vQ3zX_6w,channel,/channel/UCwFUwxY9TUiVwr4vQ3zX_6w,2,"['/user/JPPGmbH', '/user/ungekochtgeniessbar']"
1416,Shintek Beats,208000,OfficialDJDSign,user,/user/OfficialDJDSign,0,[]
1417,LiDiRo,1040000,UCYxzaJcs6oNRhv0hnrmOqwg,channel,/channel/UCYxzaJcs6oNRhv0hnrmOqwg,2,"['/channel/UC2MT5s9SpT6o3lQI1qWlPBA', '/channel/UCDRLks3t1zw2tlDGD0o8HHg']"
1418,LinaRode,228000,UC2MT5s9SpT6o3lQI1qWlPBA,channel,/channel/UC2MT5s9SpT6o3lQI1qWlPBA,2,"['/channel/UCYxzaJcs6oNRhv0hnrmOqwg', '/channel/UCDRLks3t1zw2tlDGD0o8HHg']"
1419,Dima Rode,203000,UCDRLks3t1zw2tlDGD0o8HHg,channel,/channel/UCDRLks3t1zw2tlDGD0o8HHg,2,"['/channel/UCYxzaJcs6oNRhv0hnrmOqwg', '/channel/UC2MT5s9SpT6o3lQI1qWlPBA']"
1420,Leeroy will's wissen!,1840000,UCDW1yldFKWrfjrr78aP5Nkw,channel,/channel/UCDW1yldFKWrfjrr78aP5Nkw,10,"['/channel/UCd2oXukLnWNi2jodUQXPlhw', '/channel/UCB2JS84y_zT-TeTBjUrAhIQ', '/channel/UCwCpW0IbR0Z2WJryfENq7jw', '/channel/UC2f-NhLhAStGWrOpm7Us-2A', '/user/TwinTVChannel1', '/user/MrWissen2go', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCfa7jJFYnn3P5LdJXsFkrjw', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g']"
1421,Leeroy Matata,654000,UCd2oXukLnWNi2jodUQXPlhw,channel,/channel/UCd2oXukLnWNi2jodUQXPlhw,1,['/channel/UCDW1yldFKWrfjrr78aP5Nkw']
1422,Leeroys Sorgentelefon,48300,UCB2JS84y_zT-TeTBjUrAhIQ,channel,/channel/UCB2JS84y_zT-TeTBjUrAhIQ,2,"['/channel/UCDW1yldFKWrfjrr78aP5Nkw', '/channel/UCd2oXukLnWNi2jodUQXPlhw']"
1423,Dimxoo,54700,Dimxoo,user,/user/Dimxoo,10,"['/channel/UCTFCAxi634M3H_ezo6a1jsA', '/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/channel/UCZoFvJwucEgUxDS6Xoz1p2A', '/user/alwaysxcaro', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UCKe1rGn9strTJa46RUU6--w', '/channel/UCngQwWQ0OpiAjvSFU7bk1xw', '/user/mybeautyful12', '/channel/UCrekPmyhv3HXbL8U61vwC4w', '/channel/UCUmsf67glCCSviJ7pAL9MZA']"
1424,OKAY,105000,UCTFCAxi634M3H_ezo6a1jsA,channel,/channel/UCTFCAxi634M3H_ezo6a1jsA,10,"['/user/alwaysxcaro', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCHN_SuOUrpgwnCBDpYsSxYA', '/user/TwinTVChannel1', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCTrAoujaWa_jGz88OtVRYjA', '/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/channel/UCr5zglOqHZAEfCcAx_nw1dQ', '/user/Dimxoo', '/channel/UCfN7JOiJhYpMHuRgLV1JicA']"
1425,BUBBLES,42400,UCHN_SuOUrpgwnCBDpYsSxYA,channel,/channel/UCHN_SuOUrpgwnCBDpYsSxYA,9,"['/user/jackowilife', '/user/coldmirror', '/user/TwinTVChannel1', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCSEQXlQY3728et8umTVfdCA', '/user/TheChaGinger', '/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/channel/UCTFCAxi634M3H_ezo6a1jsA', '/user/KostaasKind']"
